duration,epoch,mean_actor_loss,mean_critic_loss,mean_epoch_rewards,mean_epoch_steps,mean_q_value,test_epoch_rewards,test_epoch_steps,total_steps
35846.81067609787,58,1.0,1.0411252,-7.00351178989195,105.67,-1.0,-9.038002161444375,202.0,290000
36460.449724674225,59,1.0,1.0121188,-7.157481934093482,110.41,-1.0,-8.921711048534771,202.0,295000
37087.90671658516,60,1.0,0.88290644,-7.735564865137307,105.05,-1.0,-8.94138063379047,202.0,300000
37715.81723713875,61,1.0,1.0902958,-4.564368351997291,104.06,-1.0,-8.743166915307977,202.0,305000
38301.20435357094,62,1.0,0.9308808,-4.223147538426925,114.09,-1.0,-8.90738861158725,202.0,310000
38924.85493516922,63,1.0,1.0603136,-5.191117341648818,117.06,-1.0,-8.654300677494122,202.0,315000
39539.26957440376,64,1.0,0.95885515,-6.504826588991371,111.21,-1.0,-8.311957735321156,202.0,320000
40158.786935567856,65,1.0,1.0937203,-6.462354179742433,111.26,-1.0,-7.913136959254461,202.0,325000
40789.285276174545,66,1.0,1.0649241,-7.771494467946576,105.64,-1.0,-7.577305921778805,202.0,330000
41384.12905502319,67,1.0,1.0159575,-6.131952948786111,114.45,-1.0,-7.188398550014768,202.0,335000
41988.19572019577,68,1.0,1.0263041,-5.870557089784103,117.27,-1.0,-7.017268331122776,200.95,340000
42602.438737392426,69,1.0,0.9656559,-6.722544226585313,111.76,-1.0,-7.022466519053206,200.95,345000
43219.213673591614,70,1.0,1.1195319,-6.747517558983665,112.38,-1.0,-7.192720140923001,200.01,350000
43851.57865667343,71,1.0,1.0059597,-7.254982215324271,103.64,-1.0,-7.34093015931061,200.01,355000
