episodes,mean_100ep_reward,steps,time_exploring
20,5.53,1019,90
40,0.94,2039,80
60,-7.35,3059,70
80,-10.74,4079,60
100,-13.96,5098,50
120,-20.63,6118,40
140,-25.1,7138,30
160,-27.6,8158,20
180,-33.4,9167,10
200,-39.75,10138,2
220,-47.37,11110,2
240,-57.29,12036,2
260,-61.95,12985,2
280,-66.73,13870,2
300,-69.01,14769,2
320,-65.55,15754,2
340,-64.77,16681,2
360,-66.11,17647,2
380,-65.86,18579,2
400,-67.52,19497,2
420,-72.57,20471,2
440,-71.14,21456,2
460,-71.31,22399,2
