episodes,mean_100ep_reward,steps,time_exploring
100,-0.09,28743,2
100,-0.07,28945,2
100,-0.06,29147,2
100,-0.05,29349,2
100,-0.05,29551,2
100,-0.06,29712,2
100,-0.05,29860,2
100,-0.04,30021,2
100,-0.02,30223,2
100,-0.02,30356,2
100,-0.01,30558,2
100,-0.01,30760,2
100,-0.0,30962,2
100,0.01,31164,2
100,0.03,31366,2
100,0.01,31529,2
100,0.02,31678,2
100,0.03,31834,2
100,0.03,32036,2
100,0.03,32118,2
100,0.04,32320,2
100,0.04,32522,2
100,0.06,32715,2
100,0.08,32917,2
100,0.08,33119,2
100,0.08,33321,2
100,0.09,33522,2
100,0.1,33724,2
100,0.1,33885,2
100,0.11,33995,2
100,0.11,34156,2
100,0.12,34358,2
100,0.1,34483,2
100,0.12,34636,2
100,0.13,34746,2
100,0.14,34906,2
100,0.15,35054,2
100,0.15,35256,2
100,0.16,35458,2
100,0.18,35622,2
100,0.18,35761,2
100,0.19,35921,2
100,0.19,36110,2
100,0.2,36312,2
100,0.21,36514,2
100,0.21,36716,2
100,0.22,36876,2
100,0.22,36984,2
100,0.21,37142,2
100,0.22,37344,2
100,0.23,37546,2
100,0.22,37748,2
100,0.24,37950,2
100,0.25,38086,2
100,0.28,38288,2
100,0.28,38490,2
100,0.28,38603,2
100,0.3,38805,2
100,0.3,39007,2
100,0.3,39122,2
100,0.32,39265,2
100,0.32,39467,2
100,0.35,39622,2
100,0.35,39824,2
100,0.37,40003,2
100,0.38,40205,2
100,0.39,40360,2
100,0.4,40562,2
100,0.41,40714,2
100,0.41,40916,2
100,0.43,41118,2
100,0.44,41294,2
100,0.44,41478,2
100,0.45,41680,2
100,0.46,41829,2
100,0.46,42031,2
100,0.47,42176,2
100,0.48,42310,2
100,0.5,42475,2
100,0.51,42677,2
100,0.51,42846,2
100,0.51,43048,2
100,0.52,43180,2
100,0.54,43382,2
100,0.53,43575,2
100,0.52,43692,2
100,0.52,43854,2
100,0.52,44056,2
100,0.51,44148,2
100,0.51,44310,2
100,0.53,44477,2
100,0.54,44626,2
100,0.54,44778,2
100,0.56,44960,2
100,0.57,45150,2
100,0.57,45317,2
100,0.57,45519,2
100,0.57,45721,2
100,0.57,45923,2
100,0.58,46056,2
100,0.58,46234,2
100,0.58,46436,2
100,0.58,46607,2
100,0.57,46809,2
100,0.58,46990,2
100,0.59,47093,2
100,0.57,47234,2
100,0.55,47350,2
100,0.56,47542,2
100,0.56,47708,2
100,0.56,47910,2
100,0.56,48112,2
100,0.56,48314,2
100,0.57,48479,2
100,0.58,48650,2
100,0.6,48796,2
100,0.6,48950,2
100,0.61,49074,2
100,0.61,49219,2
100,0.62,49397,2
100,0.63,49599,2
100,0.63,49801,2
100,0.63,50003,2
100,0.63,50192,2
100,0.61,50292,2
100,0.61,50494,2
100,0.61,50683,2
100,0.62,50857,2
100,0.62,51044,2
100,0.63,51246,2
100,0.65,51448,2
100,0.65,51646,2
100,0.67,51805,2
100,0.67,52007,2
100,0.67,52209,2
100,0.66,52411,2
100,0.66,52569,2
100,0.67,52771,2
100,0.67,52973,2
100,0.65,53148,2
100,0.65,53350,2
100,0.65,53552,2
100,0.65,53745,2
100,0.64,53947,2
100,0.65,54080,2
100,0.65,54282,2
100,0.64,54484,2
100,0.64,54686,2
100,0.66,54888,2
100,0.66,55090,2
100,0.66,55271,2
100,0.68,55427,2
100,0.68,55629,2
100,0.67,55831,2
100,0.67,55966,2
100,0.66,56168,2
100,0.66,56307,2
100,0.66,56509,2
100,0.64,56679,2
100,0.65,56854,2
100,0.63,57035,2
100,0.62,57152,2
100,0.62,57296,2
100,0.62,57448,2
100,0.63,57613,2
100,0.63,57778,2
100,0.64,57977,2
100,0.64,58161,2
100,0.63,58363,2
100,0.62,58430,2
100,0.62,58632,2
100,0.61,58834,2
100,0.62,59011,2
100,0.63,59185,2
100,0.64,59348,2
100,0.64,59498,2
100,0.64,59660,2
100,0.65,59844,2
100,0.65,60046,2
100,0.63,60125,2
100,0.63,60327,2
100,0.6,60458,2
100,0.6,60600,2
100,0.6,60802,2
100,0.62,60983,2
100,0.64,61146,2
100,0.65,61291,2
100,0.65,61431,2
100,0.68,61622,2
100,0.68,61788,2
100,0.68,61963,2
100,0.66,62045,2
100,0.66,62205,2
100,0.66,62366,2
100,0.66,62509,2
100,0.68,62658,2
100,0.67,62860,2
100,0.68,63017,2
100,0.67,63189,2
100,0.68,63375,2
100,0.68,63523,2
100,0.69,63725,2
100,0.67,63816,2
100,0.68,63919,2
100,0.68,64087,2
100,0.7,64233,2
100,0.71,64435,2
100,0.74,64586,2
100,0.74,64716,2
100,0.74,64870,2
100,0.75,65037,2
100,0.75,65239,2
100,0.75,65386,2
100,0.74,65513,2
100,0.74,65684,2
100,0.74,65840,2
100,0.74,65971,2
100,0.72,66127,2
100,0.71,66286,2
100,0.71,66471,2
100,0.7,66622,2
100,0.7,66824,2
100,0.7,66995,2
100,0.68,67197,2
100,0.7,67399,2
100,0.7,67601,2
100,0.7,67803,2
100,0.67,68005,2
100,0.67,68154,2
100,0.67,68327,2
100,0.67,68367,2
100,0.66,68569,2
100,0.64,68664,2
100,0.65,68866,2
100,0.64,69006,2
100,0.64,69170,2
100,0.63,69261,2
100,0.62,69385,2
100,0.62,69570,2
100,0.62,69772,2
100,0.63,69917,2
100,0.63,70084,2
100,0.62,70270,2
100,0.63,70383,2
100,0.63,70552,2
100,0.63,70754,2
100,0.61,70819,2
100,0.61,70945,2
100,0.61,71147,2
100,0.61,71300,2
100,0.6,71497,2
100,0.6,71696,2
100,0.6,71851,2
100,0.61,72053,2
100,0.59,72127,2
100,0.6,72329,2
100,0.6,72514,2
100,0.61,72716,2
100,0.62,72906,2
100,0.62,73009,2
100,0.62,73076,2
100,0.64,73278,2
100,0.62,73349,2
100,0.62,73495,2
100,0.6,73697,2
100,0.6,73846,2
100,0.6,74018,2
100,0.6,74159,2
100,0.61,74347,2
100,0.62,74549,2
100,0.62,74724,2
100,0.63,74879,2
100,0.63,75036,2
100,0.63,75153,2
100,0.62,75344,2
100,0.61,75482,2
100,0.6,75594,2
100,0.59,75738,2
100,0.59,75884,2
100,0.61,76058,2
100,0.62,76260,2
100,0.65,76462,2
100,0.65,76651,2
100,0.64,76853,2
100,0.64,77034,2
100,0.64,77205,2
100,0.62,77337,2
100,0.62,77477,2
100,0.62,77651,2
100,0.62,77791,2
100,0.61,77993,2
100,0.61,78195,2
100,0.61,78366,2
100,0.61,78549,2
100,0.6,78751,2
100,0.6,78904,2
100,0.61,79090,2
100,0.61,79263,2
100,0.61,79413,2
100,0.61,79578,2
100,0.61,79780,2
100,0.61,79963,2
100,0.61,80149,2
100,0.62,80341,2
100,0.62,80508,2
100,0.62,80656,2
100,0.62,80829,2
100,0.62,81019,2
100,0.62,81192,2
100,0.62,81353,2
100,0.61,81458,2
100,0.61,81614,2
100,0.62,81757,2
100,0.63,81939,2
100,0.63,82141,2
100,0.63,82343,2
100,0.62,82545,2
100,0.64,82729,2
100,0.66,82876,2
100,0.66,83078,2
100,0.68,83260,2
100,0.68,83402,2
100,0.69,83539,2
100,0.7,83674,2
100,0.71,83876,2
100,0.7,84058,2
100,0.71,84232,2
100,0.72,84434,2
100,0.71,84572,2
100,0.72,84762,2
100,0.73,84893,2
100,0.74,85095,2
100,0.75,85251,2
100,0.75,85382,2
100,0.75,85553,2
100,0.75,85755,2
100,0.76,85954,2
100,0.76,86088,2
100,0.76,86290,2
100,0.78,86456,2
100,0.77,86658,2
100,0.77,86847,2
100,0.75,86946,2
100,0.75,87072,2
100,0.73,87222,2
100,0.73,87417,2
100,0.75,87607,2
100,0.77,87787,2
100,0.77,87930,2
100,0.78,88132,2
100,0.78,88328,2
100,0.79,88489,2
100,0.79,88632,2
100,0.79,88805,2
100,0.79,88981,2
100,0.8,89125,2
100,0.81,89274,2
100,0.8,89422,2
100,0.8,89592,2
100,0.81,89735,2
100,0.81,89874,2
100,0.81,90076,2
100,0.83,90247,2
100,0.81,90327,2
100,0.83,90455,2
100,0.83,90657,2
100,0.83,90804,2
100,0.83,90957,2
100,0.83,91097,2
100,0.83,91261,2
100,0.82,91446,2
100,0.83,91585,2
100,0.82,91748,2
100,0.82,91881,2
100,0.84,92013,2
100,0.84,92185,2
100,0.84,92330,2
100,0.85,92512,2
100,0.84,92688,2
100,0.84,92890,2
100,0.85,93062,2
100,0.85,93226,2
100,0.85,93355,2
100,0.86,93520,2
100,0.86,93665,2
100,0.85,93829,2
100,0.86,93957,2
100,0.85,94129,2
100,0.85,94258,2
100,0.85,94391,2
100,0.84,94520,2
100,0.86,94681,2
100,0.86,94823,2
100,0.83,94996,2
100,0.84,95166,2
100,0.84,95360,2
100,0.84,95545,2
100,0.83,95689,2
100,0.82,95819,2
100,0.82,95960,2
100,0.82,96134,2
100,0.82,96286,2
100,0.84,96409,2
100,0.82,96536,2
100,0.81,96706,2
100,0.8,96824,2
100,0.8,97010,2
100,0.8,97182,2
100,0.79,97300,2
100,0.79,97488,2
100,0.78,97599,2
100,0.78,97745,2
100,0.78,97920,2
100,0.78,98063,2
100,0.78,98230,2
100,0.77,98362,2
100,0.78,98493,2
100,0.77,98695,2
100,0.77,98897,2
100,0.75,99066,2
100,0.73,99151,2
100,0.72,99276,2
100,0.72,99387,2
100,0.71,99574,2
100,0.72,99766,2
100,0.73,99883,2
100,0.73,100056,2
100,0.74,100222,2
100,0.75,100369,2
100,0.73,100484,2
100,0.73,100662,2
100,0.73,100861,2
100,0.73,101015,2
100,0.71,101100,2
100,0.72,101248,2
100,0.72,101398,2
100,0.73,101563,2
100,0.73,101692,2
100,0.73,101833,2
100,0.73,102031,2
100,0.73,102194,2
100,0.73,102322,2
100,0.75,102482,2
100,0.77,102630,2
100,0.78,102798,2
100,0.78,102965,2
100,0.78,103158,2
100,0.77,103349,2
100,0.76,103429,2
100,0.75,103631,2
100,0.75,103711,2
100,0.75,103840,2
100,0.75,103977,2
100,0.75,104130,2
100,0.76,104269,2
100,0.76,104425,2
100,0.75,104572,2
100,0.76,104774,2
100,0.76,104917,2
100,0.75,105073,2
100,0.77,105258,2
100,0.77,105398,2
100,0.77,105600,2
100,0.79,105763,2
100,0.78,105926,2
100,0.76,106038,2
100,0.75,106156,2
100,0.75,106358,2
100,0.74,106520,2
100,0.75,106722,2
100,0.75,106863,2
100,0.75,107029,2
100,0.76,107201,2
100,0.75,107403,2
100,0.75,107605,2
100,0.76,107769,2
100,0.77,107924,2
100,0.78,108081,2
100,0.77,108283,2
100,0.77,108485,2
100,0.77,108660,2
100,0.77,108862,2
100,0.76,109044,2
100,0.77,109188,2
100,0.77,109390,2
100,0.76,109472,2
100,0.78,109601,2
100,0.78,109803,2
100,0.76,109948,2
100,0.77,110087,2
100,0.78,110275,2
100,0.78,110477,2
100,0.77,110627,2
100,0.8,110791,2
100,0.78,110979,2
100,0.78,111152,2
100,0.78,111284,2
100,0.75,111461,2
100,0.78,111605,2
100,0.76,111714,2
100,0.76,111878,2
100,0.76,112073,2
100,0.76,112214,2
100,0.78,112356,2
100,0.78,112501,2
100,0.79,112639,2
100,0.79,112841,2
100,0.79,113031,2
100,0.8,113184,2
100,0.8,113386,2
100,0.81,113588,2
100,0.8,113721,2
100,0.79,113923,2
100,0.79,114097,2
100,0.8,114235,2
100,0.79,114321,2
100,0.79,114465,2
100,0.8,114612,2
100,0.8,114773,2
100,0.83,114910,2
100,0.84,115041,2
100,0.85,115169,2
100,0.84,115327,2
100,0.84,115492,2
100,0.83,115644,2
100,0.83,115796,2
100,0.83,115954,2
100,0.81,116156,2
100,0.81,116352,2
100,0.83,116487,2
100,0.84,116638,2
100,0.84,116763,2
100,0.84,116891,2
100,0.86,117045,2
100,0.86,117215,2
100,0.86,117387,2
100,0.86,117531,2
100,0.87,117700,2
100,0.87,117829,2
100,0.88,117976,2
100,0.88,118141,2
100,0.89,118326,2
100,0.89,118474,2
100,0.89,118676,2
100,0.89,118804,2
100,0.9,118929,2
100,0.9,119083,2
100,0.89,119205,2
100,0.91,119342,2
100,0.92,119515,2
100,0.91,119650,2
100,0.9,119812,2
100,0.9,119951,2
100,0.88,120068,2
100,0.88,120270,2
100,0.88,120392,2
100,0.88,120532,2
100,0.89,120680,2
100,0.89,120835,2
100,0.9,120998,2
100,0.89,121176,2
100,0.89,121340,2
100,0.9,121542,2
100,0.9,121677,2
100,0.88,121837,2
100,0.91,121963,2
100,0.92,122149,2
100,0.93,122271,2
100,0.93,122379,2
100,0.93,122509,2
100,0.93,122648,2
100,0.92,122779,2
100,0.93,122920,2
100,0.94,123066,2
100,0.94,123244,2
100,0.91,123400,2
100,0.91,123554,2
100,0.91,123686,2
100,0.92,123846,2
100,0.92,123989,2
100,0.92,124121,2
100,0.92,124234,2
100,0.92,124436,2
100,0.91,124631,2
100,0.91,124795,2
100,0.92,124958,2
100,0.91,125091,2
100,0.91,125293,2
100,0.93,125463,2
100,0.92,125643,2
100,0.92,125747,2
100,0.92,125901,2
100,0.93,126068,2
100,0.93,126199,2
100,0.93,126397,2
100,0.94,126580,2
100,0.92,126656,2
100,0.95,126827,2
100,0.94,126975,2
100,0.94,127170,2
100,0.94,127308,2
100,0.95,127468,2
100,0.94,127624,2
100,0.94,127826,2
100,0.93,128005,2
100,0.94,128138,2
100,0.94,128269,2
100,0.95,128398,2
100,0.95,128536,2
100,0.95,128703,2
100,0.96,128878,2
100,0.96,129021,2
100,0.98,129188,2
100,0.96,129312,2
100,0.94,129452,2
100,0.97,129612,2
100,0.97,129782,2
100,0.97,129911,2
100,0.96,130078,2
100,0.96,130258,2
100,0.94,130447,2
100,0.94,130636,2
100,0.95,130782,2
100,0.95,130949,2
100,0.95,131079,2
100,0.95,131229,2
100,0.95,131383,2
100,0.97,131550,2
100,0.97,131734,2
100,0.96,131936,2
100,0.96,132085,2
100,0.94,132227,2
100,0.93,132402,2
100,0.93,132601,2
100,0.91,132668,2
100,0.9,132853,2
100,0.89,132982,2
100,0.89,133115,2
100,0.89,133244,2
100,0.86,133386,2
100,0.86,133509,2
100,0.84,133608,2
100,0.84,133764,2
100,0.83,133913,2
100,0.81,134058,2
100,0.8,134253,2
100,0.77,134434,2
100,0.79,134585,2
100,0.78,134768,2
100,0.76,134882,2
100,0.78,135055,2
100,0.76,135172,2
100,0.76,135307,2
100,0.78,135475,2
100,0.78,135636,2
100,0.78,135789,2
100,0.77,135991,2
100,0.76,136167,2
100,0.74,136241,2
100,0.74,136443,2
100,0.72,136513,2
100,0.71,136661,2
100,0.69,136759,2
100,0.67,136904,2
100,0.68,137087,2
100,0.67,137222,2
100,0.67,137324,2
100,0.66,137462,2
100,0.66,137619,2
100,0.67,137791,2
100,0.67,137957,2
100,0.68,138117,2
100,0.66,138251,2
100,0.66,138441,2
100,0.66,138603,2
100,0.68,138702,2
100,0.67,138904,2
100,0.65,139001,2
100,0.65,139203,2
100,0.64,139287,2
100,0.62,139435,2
100,0.63,139591,2
100,0.62,139674,2
100,0.61,139766,2
100,0.62,139917,2
100,0.62,140104,2
100,0.63,140257,2
100,0.63,140410,2
100,0.62,140550,2
100,0.63,140689,2
100,0.63,140891,2
100,0.64,141024,2
100,0.65,141169,2
100,0.63,141281,2
100,0.63,141442,2
100,0.63,141581,2
100,0.65,141719,2
100,0.65,141858,2
100,0.66,142052,2
100,0.68,142236,2
100,0.67,142387,2
100,0.67,142579,2
100,0.67,142734,2
100,0.67,142879,2
100,0.69,143038,2
100,0.68,143231,2
100,0.66,143300,2
100,0.66,143469,2
100,0.66,143669,2
100,0.66,143871,2
100,0.64,143973,2
100,0.61,144047,2
100,0.61,144247,2
100,0.62,144448,2
100,0.64,144629,2
100,0.64,144816,2
100,0.64,144954,2
100,0.64,145098,2
100,0.64,145260,2
100,0.63,145366,2
100,0.66,145498,2
100,0.66,145627,2
100,0.66,145806,2
100,0.66,146008,2
100,0.64,146080,2
100,0.65,146245,2
100,0.65,146396,2
100,0.65,146542,2
100,0.65,146682,2
100,0.65,146826,2
100,0.64,147028,2
100,0.66,147196,2
100,0.64,147311,2
100,0.65,147472,2
100,0.67,147635,2
100,0.66,147698,2
100,0.67,147851,2
100,0.67,148036,2
100,0.67,148200,2
100,0.68,148266,2
100,0.66,148413,2
100,0.68,148563,2
100,0.68,148756,2
100,0.69,148955,2
100,0.7,149133,2
100,0.71,149294,2
100,0.74,149464,2
100,0.73,149666,2
100,0.71,149762,2
100,0.72,149946,2
100,0.73,150114,2
100,0.74,150266,2
100,0.73,150468,2
100,0.72,150597,2
100,0.72,150745,2
100,0.71,150947,2
100,0.71,151043,2
100,0.72,151172,2
100,0.74,151374,2
100,0.73,151552,2
100,0.76,151710,2
100,0.78,151859,2
100,0.78,152010,2
100,0.8,152199,2
100,0.8,152355,2
100,0.81,152530,2
100,0.81,152674,2
100,0.8,152819,2
100,0.79,152971,2
100,0.78,153136,2
100,0.78,153338,2
100,0.78,153478,2
100,0.79,153644,2
100,0.78,153745,2
100,0.77,153886,2
100,0.78,154039,2
100,0.79,154224,2
100,0.8,154406,2
100,0.8,154608,2
100,0.79,154698,2
100,0.79,154768,2
100,0.79,154970,2
100,0.78,155104,2
100,0.77,155266,2
100,0.77,155443,2
100,0.77,155576,2
100,0.77,155740,2
100,0.77,155913,2
100,0.78,156075,2
100,0.78,156235,2
100,0.77,156414,2
100,0.77,156560,2
100,0.77,156703,2
100,0.78,156905,2
100,0.76,157086,2
100,0.76,157240,2
100,0.75,157405,2
100,0.75,157584,2
100,0.75,157708,2
100,0.73,157842,2
100,0.74,157959,2
100,0.74,158138,2
100,0.74,158310,2
100,0.72,158400,2
100,0.72,158544,2
100,0.73,158673,2
100,0.75,158798,2
100,0.75,158935,2
100,0.75,159087,2
100,0.75,159226,2
100,0.77,159407,2
100,0.79,159487,2
100,0.79,159689,2
100,0.78,159854,2
100,0.77,159999,2
100,0.76,160147,2
100,0.76,160295,2
100,0.76,160430,2
100,0.76,160584,2
100,0.76,160786,2
100,0.76,160988,2
100,0.75,161157,2
100,0.75,161312,2
100,0.76,161467,2
100,0.78,161598,2
100,0.78,161719,2
100,0.78,161860,2
100,0.79,161985,2
100,0.79,162115,2
100,0.78,162317,2
100,0.8,162517,2
100,0.79,162655,2
100,0.8,162841,2
100,0.8,162997,2
100,0.8,163139,2
100,0.82,163269,2
100,0.82,163403,2
100,0.83,163578,2
100,0.83,163780,2
100,0.84,163934,2
100,0.86,164085,2
100,0.84,164205,2
100,0.84,164407,2
100,0.84,164579,2
100,0.82,164655,2
100,0.83,164811,2
100,0.82,164992,2
100,0.82,165190,2
100,0.84,165334,2
100,0.86,165462,2
100,0.85,165664,2
100,0.84,165859,2
100,0.86,165987,2
100,0.86,166082,2
100,0.87,166201,2
100,0.88,166357,2
100,0.88,166559,2
100,0.89,166701,2
100,0.89,166838,2
100,0.9,166970,2
100,0.89,167115,2
100,0.89,167247,2
100,0.9,167380,2
100,0.9,167546,2
100,0.9,167685,2
100,0.9,167887,2
100,0.91,168020,2
100,0.92,168163,2
100,0.93,168335,2
100,0.94,168474,2
100,0.95,168595,2
100,0.93,168704,2
100,0.92,168842,2
100,0.94,168979,2
100,0.94,169130,2
100,0.94,169326,2
100,0.93,169528,2
100,0.94,169730,2
100,0.94,169878,2
100,0.96,170080,2
100,0.98,170254,2
100,0.98,170395,2
100,1.0,170535,2
100,1.02,170737,2
100,1.02,170865,2
100,0.99,170962,2
100,0.99,171097,2
100,0.98,171191,2
100,0.98,171290,2
100,0.97,171435,2
100,0.98,171623,2
100,0.98,171786,2
100,0.98,171908,2
100,0.97,172009,2
100,0.99,172180,2
100,0.99,172332,2
100,1.0,172483,2
100,1.01,172610,2
100,1.01,172744,2
100,1.03,172946,2
100,1.03,173125,2
100,1.03,173270,2
100,1.03,173411,2
100,1.05,173561,2
100,1.05,173688,2
100,1.05,173801,2
100,1.03,173944,2
100,1.03,174106,2
100,1.02,174298,2
100,1.01,174393,2
100,1.01,174524,2
100,1.02,174678,2
100,1.01,174880,2
100,1.02,175020,2
100,1.01,175167,2
100,1.01,175238,2
100,1.0,175367,2
100,1.0,175517,2
100,0.98,175642,2
100,0.98,175784,2
100,0.98,175986,2
100,0.96,176124,2
100,0.96,176324,2
100,0.96,176478,2
100,0.96,176647,2
100,0.95,176769,2
100,0.94,176971,2
100,0.91,177068,2
100,0.91,177188,2
100,0.91,177377,2
100,0.91,177528,2
100,0.9,177706,2
100,0.91,177857,2
100,0.91,177978,2
100,0.91,178092,2
100,0.91,178236,2
100,0.91,178372,2
100,0.9,178556,2
100,0.91,178726,2
100,0.91,178881,2
100,0.91,179010,2
100,0.93,179212,2
100,0.92,179378,2
100,0.92,179580,2
100,0.94,179742,2
100,0.93,179897,2
100,0.93,180056,2
100,0.93,180241,2
100,0.92,180379,2
100,0.92,180516,2
100,0.92,180582,2
100,0.93,180705,2
100,0.91,180770,2
100,0.9,180854,2
100,0.9,181009,2
100,0.89,181211,2
100,0.88,181315,2
100,0.87,181434,2
100,0.86,181527,2
100,0.86,181653,2
100,0.86,181795,2
100,0.85,181943,2
100,0.86,182145,2
100,0.86,182282,2
100,0.84,182417,2
100,0.84,182619,2
100,0.83,182821,2
100,0.83,182984,2
100,0.82,183121,2
100,0.82,183259,2
100,0.82,183418,2
100,0.85,183541,2
100,0.85,183682,2
100,0.85,183817,2
100,0.86,183946,2
100,0.86,184102,2
100,0.87,184294,2
100,0.85,184407,2
100,0.85,184555,2
100,0.85,184701,2
100,0.85,184857,2
100,0.85,185019,2
100,0.85,185147,2
100,0.85,185298,2
100,0.84,185500,2
100,0.87,185616,2
100,0.84,185677,2
100,0.85,185816,2
100,0.84,186018,2
100,0.83,186220,2
100,0.83,186368,2
100,0.81,186440,2
100,0.81,186576,2
100,0.83,186711,2
100,0.83,186841,2
100,0.83,187009,2
100,0.83,187160,2
100,0.8,187279,2
100,0.79,187346,2
100,0.79,187465,2
100,0.79,187643,2
100,0.79,187781,2
100,0.78,187983,2
100,0.77,188085,2
100,0.75,188232,2
100,0.75,188434,2
100,0.75,188496,2
100,0.75,188656,2
100,0.75,188839,2
100,0.77,188962,2
100,0.77,189101,2
100,0.77,189243,2
100,0.78,189393,2
100,0.79,189519,2
100,0.81,189668,2
100,0.81,189752,2
100,0.82,189897,2
100,0.82,190099,2
100,0.81,190214,2
100,0.82,190358,2
100,0.8,190428,2
100,0.8,190505,2
100,0.8,190648,2
100,0.8,190827,2
100,0.8,191001,2
100,0.8,191147,2
100,0.79,191248,2
100,0.8,191450,2
100,0.79,191652,2
100,0.8,191788,2
100,0.8,191913,2
100,0.81,192051,2
100,0.81,192195,2
100,0.8,192397,2
100,0.81,192563,2
100,0.81,192703,2
100,0.8,192905,2
100,0.78,193016,2
100,0.79,193203,2
100,0.78,193365,2
100,0.77,193517,2
100,0.77,193664,2
100,0.79,193821,2
100,0.79,193972,2
100,0.78,194174,2
100,0.77,194254,2
100,0.78,194430,2
100,0.77,194501,2
100,0.77,194703,2
100,0.77,194892,2
100,0.79,195055,2
100,0.77,195182,2
100,0.76,195281,2
100,0.77,195423,2
100,0.76,195494,2
100,0.76,195642,2
100,0.77,195802,2
100,0.78,195941,2
100,0.79,196116,2
100,0.77,196247,2
100,0.76,196412,2
100,0.75,196510,2
100,0.74,196712,2
100,0.74,196876,2
100,0.75,196976,2
100,0.75,197153,2
100,0.75,197348,2
100,0.75,197504,2
100,0.75,197633,2
100,0.75,197758,2
100,0.75,197896,2
100,0.74,198046,2
100,0.73,198232,2
100,0.73,198366,2
100,0.73,198504,2
100,0.74,198627,2
100,0.73,198786,2
100,0.75,198936,2
100,0.75,199138,2
100,0.75,199340,2
100,0.76,199477,2
100,0.76,199605,2
100,0.76,199758,2
100,0.74,199901,2
100,0.75,200061,2
100,0.73,200139,2
100,0.74,200216,2
100,0.75,200394,2
100,0.76,200526,2
100,0.75,200605,2
100,0.73,200711,2
100,0.75,200863,2
100,0.74,200926,2
100,0.73,201050,2
100,0.72,201177,2
100,0.7,201311,2
100,0.7,201470,2
100,0.72,201672,2
100,0.71,201736,2
100,0.71,201873,2
100,0.69,202050,2
100,0.69,202201,2
100,0.7,202403,2
100,0.7,202588,2
100,0.72,202741,2
100,0.72,202943,2
100,0.73,203060,2
100,0.73,203192,2
100,0.73,203316,2
100,0.73,203480,2
100,0.72,203577,2
100,0.72,203740,2
100,0.72,203899,2
100,0.71,204059,2
100,0.71,204216,2
100,0.7,204418,2
100,0.71,204542,2
100,0.71,204691,2
100,0.73,204842,2
100,0.73,204975,2
100,0.75,205139,2
100,0.76,205308,2
100,0.77,205446,2
100,0.77,205568,2
100,0.77,205704,2
100,0.76,205813,2
100,0.78,205937,2
100,0.8,206080,2
100,0.8,206227,2
100,0.79,206415,2
100,0.79,206570,2
100,0.79,206720,2
100,0.8,206903,2
100,0.79,206997,2
100,0.78,207172,2
100,0.78,207350,2
100,0.77,207495,2
100,0.78,207641,2
100,0.78,207810,2
100,0.77,208008,2
100,0.76,208123,2
100,0.76,208306,2
100,0.75,208489,2
100,0.73,208589,2
100,0.71,208687,2
100,0.71,208776,2
100,0.69,208878,2
100,0.7,209029,2
100,0.7,209119,2
100,0.7,209239,2
100,0.7,209387,2
100,0.72,209527,2
100,0.72,209643,2
